clean_tweet,Compound_Score,Sentiments
"Karena itulah penyelenggaraan Piala Dunia U-20 akan berbeda dengan event lainnya.

Sebagai tuan rumah, Pak Jokowi meminta Presiden FIFA Gianni Infantino untuk menggelar upacara pembukaan dan penutupan

bersulang! Ayo buktikan pada dunia #IndonesiaSiapU20 https://t.co/yNvIIoBJkz",0.5255,Positif
"Lihat warna logo piala dunia U-20

Tuan rumah
#IndonesiaSiapU20 https://t.co/t3JHV4YBIB",0.0,Netral
"Nantinya, Piala Dunia U-20 2023 akan diawali dengan upacara pembukaan yang meriah yang dirancang oleh Menteri Pariwisata dan Ekonomi Kreatif Indonesia 2019-2020 Wishnutama.
Tuan rumah #IndonesiaSiapU20",0.7096,Positif
"Piala Dunia U-20 2023 akan diikuti oleh 24 negara, termasuk tuan rumah Indonesia yang akan dibagi menjadi enam grup. Turnamen ini akan diadakan pada 20 Mei-11 Juni 2023.
Tuan rumah #IndonesiaSiapU20",0.0,Netral
"Oh ya, akan ada sekitar 24 peserta Piala Dunia U-20, namun hanya sekitar 16 yang lolos ke Indonesia sebagai tuan rumah.
#IndonesiaSiapU20 https://t.co/1CqO39TVY6",0.2144,Positif
"Wah, untuk menyukseskan perhelatan Piala Dunia U-20 2023, semuanya bahu-membahu termasuk para menteri.

Tuan rumah
#IndonesiaSiapU20 https://t.co/TCRZQDfc8B",0.9313,Positif
"Selain itu, akan ada sekitar 1.500 relawan yang membantu penyelenggaraan Piala Dunia U-20.

#IndonesiaSiapU20 https://t.co/TjJ8vt4spN",0.4019,Positif
"Nah, berikut jadwal pertandingannya
Piala Dunia U-20 FIFA. Optimis menjadi tuan rumah #IndonesiaSiapU20! https://t.co/0Wgo8mYJM7",0.3802,Positif
Sehingga nantinya 24 tim yang lolos ke babak final akan diundi menjadi 6 grup yang terdiri dari 4 tim. Dan berikut ikhtisar jadwal pertandingan piala dunia U-20 mendatang dengan Indonesia sebagai tuan rumah #IndonesiaSiapU20 https://t.co/6G0JXO4JKv,0.0,Netral
"Selain sebagai tuan rumah, kita juga harus ikut mensukseskan Piala Dunia U-20 2023. Mengapa?
#IndonesiaSiapU20",0.5719,Positif
"Lihat saja logo Piala Dunia U-20, ada mahkota yang mewakili kegemaran global terhadap permainan sepak bola di berbagai negara.

Tuan rumah
#IndonesiaSiapU20 https://t.co/2B04UuM961",0.4588,Positif
"Dan, ini baru pertama kali Indonesia menjadi tuan rumah Piala Dunia U-20, jadi harus kita urus bersama.

#IndonesiaSiapU20 https://t.co/aZMMPakcTC",0.4939,Positif
"Sekali lagi, perhatikan bahwa 20 Mei - 11 Juni 2023 Piala Dunia U-20 akan diadakan dan Indonesia akan menjadi tuan rumah #IndonesiaSiapU20",0.0,Netral
"Jadi gimana? Saya sudah bisa membayangkan betapa serunya Piala Dunia U-20 kali ini. Saya tidak sabar untuk melihatnya di bulan Mei. Apa kabarmu? siap jadi pendukung Indonesia?

#IndonesiaSiapU20
Tuan rumah",0.8095,Positif
"Hingga saat ini, 16 tim nasional lolos ke Piala Dunia U-20 2023, yaitu: Slovakia, Italia, Israel, Prancis, Inggris, Selandia Baru, Fiji, Amerika Serikat, Honduras, Guatemala, Rep. Dominika, Brasil, Uruguay, Kolombia , Ekuador dan Tuan Rumah Indonesia. #IndonesiaSiapU20",0.4215,Positif
"Sebagai tuan rumah Piala Dunia U-20, Anda tentu bangga dengan talenta-talenta muda yang akan berlaga di pentas dunia.

#IndonesiaSiapU20 https://t.co/7vkpH1ZUEj",0.8176,Positif
"Siap menunggu Pak Erick melakukan gebrakan di Piala Dunia U-20
Ini akan menjadi momen yang keren dan keren
Apalagi bagi pecinta sepak bola
Siap-siap begadang khannn 💪

Tuan rumah
#IndonesiaSiapU20 https://t.co/PqybFVSzIb",0.9055,Positif
"FYI..FIFA secara resmi meluncurkan Logo Piala Dunia U-20, dan peluncuran tersebut bertepatan dengan Hari Kemerdekaan Indonesia ke-77 tahun 2022..

#IndonesiaSiapU20
Tuan rumah https://t.co/xOD7mrqx4T",0.128,Positif
"Tuan rumah Indonesia siap menggelar Piala Dunia U-20 dengan baik, aman dan meriah.
Ayo semua komponen bangsa kita sukseskan event besar ini
#IndonesiaSiapU20",0.9246,Positif
"Ayo saling dukung dan ciptakan situasi aman agar Piala Dunia U-20 2023 dapat berjalan dengan lancar, dikenang dan memberikan banyak pengaruh positif kedepannya bagi sepak bola Indonesia
Tuan rumah
#IndonesiaSiapU20",0.8834,Positif
"Inilah logo piala dunia U-20 yang penuh makna

Tuan rumah
#IndonesiaSiapU20 https://t.co/JIUeN4ygUr",0.0,Netral
"Semangat terus semua, pemain timnas, pelatih, panitia, relawan dan semua pihak yang terlibat di piala dunia U-20 nanti #IndonesiaSiapU20 Tuan Rumah",0.6808,Positif
"Ini untuk Anda perhatikan mulai sekarang jadwal pertandingan FIFA U-20 World Cup. Kita juga berdoa agar Timnas Indonesia bisa lolos ke Final dan menjadi juara saat menjadi Tuan Rumah

Amin!

#IndonesiaSiapU20 https://t.co/glInRrv8fN",0.7177,Positif
Namun hingga saat ini baru 16 tim yang dipastikan lolos ke Piala Dunia U-20 2023 di Indonesia. Termasuk Indonesia sebagai tuan rumah acara pesta bola ini. #IndonesiaSiapU20,0.5499,Positif
"Semoga kesempatan menjadi tuan rumah Piala Dunia U-20 2023 menjadikan Indonesia sebagai negara yang kompeten untuk dipercaya kembali menggelar event besar lainnya.

#IndonesiaSiapU20",0.872,Positif
"Keuntungan menjadi tuan rumah Piala Dunia U-20 sudah pasti lolos di babak penyisihan tidak seperti negara lain yang ikut babak kualifikasi, namun para pemain timnas kita harus tetap berjuang maksimal pastinya di pertandingan nanti #IndonesiaSiapU20",0.2886,Positif
"Yuk ramaikan GBK yang juga merupakan salah satu stadion yang akan diperuntukan untuk perebutan gelar di Piala Dunia U-20 tahun ini. Sebagai tuan rumah, saya siap menyambut mereka yang akan datang ke sini, sportivitas untuk semua
#IndonesiaSiapU20",0.6705,Positif
"PSSI dan FIFA terus memantau untuk memastikan persiapan stadion menjelang Piala Dunia U-20 mendatang
#IndonesiaSiapU20 menjadi tuan rumah https://t.co/odfWDIR161",0.2732,Positif
"Sebagai tuan rumah, Pemkot Surabaya terus berbenah untuk persiapan Piala Dunia U-20 2023
#IndonesiaSiapU20 berbagai alternatif wisata juga dipercantik https://t.co/24Q5dZZq6w",0.7184,Positif
"Menjadi tuan rumah Piala Dunia U-20 juga akan membantu mengembangkan olahraga di tanah air, dan akan ada warisan infrastruktur yang signifikan yang akan menguntungkan sepak bola di Indonesia.
#IndonesiaSiapU20 https://t.co/OKfmOnM02J",0.7579,Positif
"Sebelum acara dimulai, akan ada pengundian grup Piala Dunia U-20

Tuan rumah

#IndonesiaSiapU20 https://t.co/bOWRCaLbS",0.0,Netral
"Oh ya, saya lupa, jadi Piala Dunia U-20 digelar pada 20 Mei 2023. Jadi, catat tanggalnya. jangan lupa! Ha ha

#IndonesiaSiapU20
Tuan rumah https://t.co/QW9ax9pXD4",0.291,Positif
"Ayo... saatnya talenta-talenta muda berbakat Indonesia unjuk diri di Piala Dunia U-20 ini,
Semoga kedepannya siapa tau jadi pemain kelas dunia..
Tuan rumah
#IndonesiaSiapU20 https://t.co/L0p8vtvVP4",0.8402,Positif
"Ayo sukseskan FIFA U-20 World Cup 2023 Indonesia ini. cinta nama bangsa kita di pentas dunia. Jaga ketertiban, keamanan, kenyamanan, dan keselamatan untuk kita semua.
Sukses FIFA U-20 World Cup 2023 Indonesia 🇮🇩
#IndonesiaSiapU20 dan menjadi tuan rumah",0.9705,Positif
"Setiap komponen harus bahu-membahu, termasuk kita semua sebagai masyarakat Indonesia yang juga memiliki andil dalam mensukseskan hajatan sepak bola dunia tahun ini. #IndonesiaSiapU20 pasti sukses jadi tuan rumah perebutan gelar Piala Dunia U-20 https://t.co/AHlLJrjpgQ",0.9451,Positif
Apakah menurut anda kota anda akan didatangi piala piala dunia U-20 atau tidak? Lihat bagaimana perjalanan trofi akan berhenti di mana saja di negara tuan rumah #IndonesiaSiapU20,-0.296,Negatif
"Talenta-talenta yang mengikuti Piala Dunia U-20 2023 wajib kita dukung karena kualitas mereka sudah pasti bagus, sehingga bisa menjadi cikal bakal pemain dunia seperti Diego Maradona, Lionel Messi hingga Sergio Aguero.

Tuan rumah
#IndonesiaSiapU20

Tuan rumah
#IndonesiaSiapU20",0.91,Positif
"Lambang atau logo resmi Piala Dunia U-20 Indonesia 2023 telah diluncurkan oleh FIFA. Tuan Rumah bangga dengan logo ini karena memiliki banyak arti
#IndonesiaSiapU20 https://t.co/4i9KRX62F6",0.5574,Positif
"Saatnya talenta-talenta muda bertalenta unjuk diri di Piala Dunia U-20. Siapa tahu di masa depan akan ada pemain kelas dunia yang berlaga, bukan?
Tuan rumah
#IndonesiaSiapU20 https://t.co/anr6KjSFAd",0.743,Positif
"Kemudian juga penyelenggaraan Piala Dunia U-20 kali ini akan berbeda dengan event lainnya. Apa bedanya?

#IndonesiaSiapU20
Tuan rumah https://t.co/bwTsgeRLXp",0.0,Netral
"Kini trofi Piala Dunia U-20 akan singgah di Indonesia sebagai tuan rumah, kalian yang berada di 6 kota tempat acara & 4 kota lainnya sudah siap untuk melihat prosesi trofi #IndonesiaSiapU20 https://t.co/g68hQlneVJ",0.0772,Positif
"Menjadi tuan rumah Piala Dunia U-20 merupakan kesempatan emas bagi Indonesia untuk belajar banyak dari negara-negara yang sepak bolanya lebih maju dan juga menyelenggarakan event berkelas internasional.
#IndonesiaSiapU20 https://t.co/pCs72DG3VV",0.624,Positif
"Sebagai tuan rumah Piala Dunia U-20, Indonesia telah menyiapkan beberapa kota untuk menjadi tuan rumah pertandingan tersebut, bahkan hingga Papua, wah, sekaligus memperkenalkan Indonesia ke mata dunia #IndonesiaSiapU20",0.6908,Positif
"Bisa dibayangkan, untuk perhelatan FIFA U-20 World Cup 2023, 24 tim dari berbagai negara akan saling bersaing sengit memperebutkan trofi bergengsi, termasuk Indonesia sebagai tuan rumah ajang ini. #IndonesiaSiapU20 https://t.co/vz2l0i4NnI",0.5859,Positif
"FIFA langsung memantau persiapan stadion untuk Piala Dunia U-20 agar berjalan lancar. Tuan rumah
#IndonesiaSiapU20 https://t.co/RVFc5DGnZ8",0.0,Netral
"Semoga.. nanti ada nama-nama pemain Timnas U-20 di Indonesia yang juga bisa mendunia.. dan Indonesia juga bisa menjuarai Piala Dunia U-20 ya🤲

Mari bersama dukung Indonesia sebagai tuan rumah Piala Dunia U-20

#IndonesiaSiapU20",0.8481,Positif
"Kejuaraan piala dunia U-20 2023 pasti sangat semarak pasca pandemi karena terhambat di masa pandemi.

 Tuan rumah
#IndonesiaSiapU20",0.7264,Positif
Menjadi tuan rumah piala dunia U-20 pasti akan menjadi pengalaman yang tak terlupakan bagi negara Indonesia & mampu mengukir sejarah #IndonesiaSiapU20,0.4019,Positif
"Harry Kane, Maradona, dan Messi merupakan jebolan Piala Dunia U-20 pada seri sebelumnya.
Sangat menyenangkan sehingga tuan rumah dapat melihat bintang sepak bola masa depan.

Indonesia pasti bisa
#IndonesiaSiapU20 https://t.co/XxDwecUoPo",0.7346,Positif
"Bangga banget ya, kalau jadi tuan rumah, Indonesia bisa juara di Piala Dunia U-20 2023
#IndonesiaSiapU20 https://t.co/0ShxAJSjCk",0.8799,Positif
"Bergandengan tangan, Pak
Agar perhelatan Internasional Piala Dunia U-20 2023 berjalan dengan lancar
Lebih meriah
Semakin maju Indonesia
Dan semua pihak memiliki dampak positif

Tuan rumah
#IndonesiaSiapU20 https://t.co/eKArqQ4KnR",0.9493,Positif
"Apalagi event pesta piala dunia U-20 ini melibatkan banyak negara, sehingga dipastikan akan banyak wisatawan mancanegara yang akan berkunjung ke Indonesia kedepannya. Jadi ini memberi kami keuntungan sebagai tuan rumah tentunya. #IndonesiaSiapU20",0.8107,Positif
"Menpora Zainudin Amali menegaskan Indonesia siap menjadi tuan rumah Piala Dunia U-20. Dan juga pastikan semua persiapan berjalan lancar tepat waktu. Mantap gan.

#IndonesiaSiapU20
Tuan rumah",0.5859,Positif
Ayoo udah gak sabar nonton Piala Dunia U-20 apalagi Indonesia jadi tuan rumah #IndonesiaSiapU20,0.0,Netral
"Ayo para pecinta sepak bola Indonesia, mari kita bersama-sama, kita semua akan mendukung kesuksesan Indonesia menjadi tuan rumah Piala Dunia U-20.

Saatnya kita bersinar di kancah sepak bola internasional ✨🥳🇮🇩",0.8834,Positif
"Piala Dunia U-20 Indonesia tinggal beberapa hari lagi. Ini merupakan momen bersejarah bagi Indonesia, sekaligus peristiwa penting bagi dunia sepak bola.

Sangat bangga menjadi tuan rumah

#IndonesiaSiapU20",0.7425,Positif
"Sebagai negara tuan rumah Piala Dunia U-20, kenapa anda tidak menontonnya, makanya catat jadwalnya agar tidak ketinggalan pertandingan #IndonesiaSiapU20",0.1798,Positif
"Ini pertama kalinya Indonesia menjadi tuan rumah Piala Dunia U-20!

Jadi
Ayo tunjukkan semangat sepak bola kita tidak kalah dengan negara lain

Eits, tapi tetap aman.

Mari jaga kepercayaan dunia pada Indonesia

Tuan rumah #IndonesiaSiapU20",0.8903,Positif
"Semua pihak bekerja sama demi suksesnya perhelatan Piala Dunia U-20. Menpora bertanggung jawab atas penyelenggara bersama timnya. Tuan rumah
#IndonesiaSiapU20 https://t.co/wZeYDAn3eB",0.7506,Positif
"Agar Piala Dunia U-20 sukses, sebagai warga negara Indonesia, kita harus mendukung PSSI dan pemerintah untuk menjalankan acara ini.

Tuan rumah
#IndonesiaSiapU20 https://t.co/n9bz1FvOGg",0.7579,Positif
"Bayangkan saja akan banyak turis asing dan domestik yang berkunjung selama Piala Dunia U-20.

#IndonesiaSiapU20
Tuan rumah",0.0,Netral
"Ya, dengan digelarnya Piala Dunia U-20 di Indonesia sebagai tuan rumah, bisa memberikan rezeki bagi sektor pariwisata, perhotelan, dan transportasi nantinya. #IndonesiaSiapU20 https://t.co/8juDXs3KAw",0.4019,Positif
"Karena itu
PSSI dan pemerintah berjanji akan memberikan pengalaman tak terlupakan dengan menghadirkan Piala Dunia U-20 yang sangat meriah

Jadi gimana?
Apakah kamu siap?

Tuan rumah #IndonesiaSiapU20",0.8202,Positif
"Apalagi perhelatan Piala Dunia U-20 sempat hiatus selama 2 tahun di masa pandemi dan negara kita menjadi tuan rumah!

Wah, ini pasti rusak banget, semangatnya menumpuk total

#IndonesiaSiapU20 https://t.co/dTc9eTVDeY",0.5944,Positif
"Jadi benar diselenggarakannya Piala Dunia U-20 akan mendongkrak perekonomian Indonesia.

#IndonesiaSiapU20
Tuan rumah https://t.co/WVciCLOrZS",0.6983,Positif
"Meski baru pertama kali menjadi tuan rumah Piala Dunia U-20, Indonesia sudah menyatakan siap. Hal ini dibantu oleh banyak pihak, mulai dari Menpora, PSSI, hingga Menteri PU sebagai penanggung jawab infrastruktur.
#IndonesiaSiapU20",0.6369,Positif
"Bagi yang punya waktu dan keberuntungan nanti bisa ke Bali pada 31 Maret 2023 untuk menyaksikan pengundian grup Piala Dunia U-20.
Catat tempatnya juga biar gak salah hehehe

Tuan rumah
#IndonesiaSiapU20 https://t.co/eB2NWIwwJB",0.6761,Positif
"Logo Piala Dunia U-20 2023 juga disematkan mahkota yang mewakili kegemaran global terhadap permainan sepak bola di berbagai belahan dunia.

Sehingga logo ini memberikan gambaran keseruan yang bisa tercipta dalam implementasinya

Tuan rumah #IndonesiaSiapU20",0.802,Positif
"Dengan adanya pesta piala dunia U-20 ini akan membantu mendongkrak perekonomian bangsa menjadi lebih baik. Makanya kita harus bangga menjadi tuan rumah event piala dunia ini.
#IndonesiaSiapU20",0.9201,Positif
"Pemerintah dan FIFA juga telah membahas tata kota. Yakni upaya promosi daerah terkait penyelenggaraan Piala Dunia U-20 2023.
Tuan rumah #IndonesiaSiapU20",0.3818,Positif
"Berikut rundown Piala Dunia U-20 di Indonesia. Ayo tebak siapa saja negara-negara yang menjadi anggota dari masing-masing kelompok tersebut. Negara manakah Indonesia dalam kelompok yang sama?

Tuan rumah
#IndonesiaSiapU20 https://t.co/YiybzfPmVc",0.0,Netral
"Sebagai tuan rumah, PSSI dan pemerintah berjanji akan memberikan pengalaman tak terlupakan dengan menghadirkan Piala Dunia U-20 yang sangat meriah.

Selamat menikmati, #IndonesiaSiapU20 😍 Gak sabar nunggu 100 hari penyelenggaraan event internasional https://t.co/4GxNWPU1Hl",0.8977,Positif
"Alhamdulillah setelah absen 2021, akhirnya 2023 Indonesia tetap jadi tuan rumah Piala Dunia U-20 #IndonesiaSiapU20 https://t.co/20LBMKFKR0",0.34,Positif
"Oh iya, tahukah kamu bahwa Logo Piala Dunia U-20 memiliki makna yang dalam

Jika kata FIFA, logo tersebut terinspirasi dari kekayaan alam dan budaya Indonesia

Itu sebabnya warnanya banyak dan cerah

Tuan rumah #IndonesiaSiapU20 https://t.co/QyV8XWSQlv",0.926,Positif
"Sehingga nantinya akan ada opening ceremony FIFA U-20 World Cup 2023 yang rencananya akan digelar di stadion utama GBK. Hmm, untuk penutupannya di stadion mana?

#IndonesiaSiapU20 dan menjadi tuan rumah",0.0,Netral
"Ohh ya penyelenggaraan Piala Dunia U-20 dan Indonesia sebagai tuan rumah patut berbangga, apalagi banyak negara yang mengirimkan timnasnya di bawah usia 20 tahun #IndonesiaSiapU20",0.7003,Positif
"Semoga talenta-talenta muda sepak bola Indonesia bisa tampil tanpa beban apapun sehingga sukses menjuarai Piala Dunia U-20, aamiin YRA.

Tuan rumah
#IndonesiaSiapU20 https://t.co/a0xTATl8KP",0.9338,Positif
"Toh, segala upaya dilakukan Pemerintah dan daerah tempat berlangsungnya Piala Dunia U-20, termasuk penyediaan pasokan listrik dan jaringan internet di stadion GBT Surabaya. Tuan rumah
#IndonesiaSiapU20 https://t.co/mKLhfNku0s",0.0,Netral
"Kemudian, negara kita mendapat pengecualian dari FIFA!
Biasanya tidak ada upacara pembukaan dan penutupan di FIFA U-20 World Cup.
Nah, khusus di Indonesia diperbolehkan oleh FIFA

#IndonesiaSiapU20 dan menjadi tuan rumah",-0.1007,Negatif
Maka untuk kelancaran piala dunia U-20 tentunya dibutuhkan kerjasama semua pihak mulai dari pemerintah hingga seluruh masyarakat karena penyelenggaraan piala dunia ini memberikan keuntungan bagi Indonesia sebagai tuan rumah. #IndonesiaSiapU20,0.6486,Positif
"Listrik juga menjadi aspek terpenting penyelenggaraan Piala Dunia U-20. Itu sebabnya bekal harus disiapkan. Jangan lupa jaringan internet juga ya Ges.

Tuan rumah
#IndonesiaSiapU20 https://t.co/nSI54x9stb",0.566,Positif
"Mari kita perhatikan guys...!!!

Berikut 6 stadion yang akan digunakan di Piala Dunia U-20

#IndonesiaSiapU20
Tuan rumah https://t.co/UyMEd1Dtch",0.0,Netral
"Tuan rumah Piala Dunia U-20 memberikan banyak dampak, seperti ekonomi.

#IndonesiaSiapU20 https://t.co/FNUeyQujod",0.0,Netral
"Bahkan Pemkot Surabaya terus berbenah untuk menyambut Indonesia sebagai tuan rumah Piala Dunia U-20.

Bahkan wisata alternatif bagi wisatawan sudah kami siapkan seperti Romokalisari Adventure Land, menyusuri Sungai Kalimas, hingga mobil off road di Tahura Pakal lho.

#IndonesiaSiapU20",0.8442,Positif
"Uniknya, kemunculan logo FIFA U-20 World Cup 2023 ternyata adalah kata FIFA yang terinspirasi dari kekayaan alam dan budaya kita yang beragam! Penuh warna gitu 🎉

#IndonesiaSiapU20 dan menjadi tuan rumah",0.9245,Positif
"#IndonesiaSiapU20
Tuan Rumah Piala Dunia U-20 Butuh Dukungan Bersama untuk Sukseskan Acara https://t.co/n8sN0VCNNo",0.7506,Positif
"Surabaya sebagai salah satu kota tempat penyelenggaraan Piala Dunia U-20, pemerintah kota terus berbenah dan menyiapkan alternatif wisata bagi wisatawan.
Tuan rumah #IndonesiaSiapU20 https://t.co/jcbwBmprz5",0.4404,Positif
"Benar bahwa ini adalah pertama kalinya negara kita menjadi tuan rumah Piala. dunia FIFA U-20

Tapi ingat, sebelumnya negara kita juga dipercaya menjadi presiden G20 yang menuai kekaguman dari dunia internasional.

#IndonesiaSiapU20 pasti bisa!",0.9134,Positif
"Semoga logo baru Piala Dunia U-20 menjadi perubahan bagi sepak bola Indonesia

#IndonesiaSiapU20
Tuan rumah https://t.co/CbMFneDO9j",0.4019,Positif
Ada yang pernah lihat logo Piala Dunia U-20? Logonya terinspirasi dari kekayaan alam dan budaya Indonesia lho tweeps. Semangat lagi sebagai tuan rumah guys #IndonesiaSiapU20 https://t.co/9Oyd1DAnMK,0.902,Positif
"Keren Ada Lotere Nonton Bola Piala Dunia U-20 di Bali 👍

#IndonesiaSiapU20
Tuan rumah https://t.co/FwoUQQnxxR",0.3182,Positif
"Pemkot Surabaya terus berbenah diri untuk mensukseskan Piala Dunia U-20 2023

Tuan rumah
#IndonesiaSiapU20",0.765,Positif
"Dua federasi sepak bola terus berupaya mempersiapkan Piala Dunia U-20, khususnya soal stadion. Salah satunya adalah Stadion GBT di Surabaya
Tuan rumah
#IndonesiaSiapU20 https://t.co/EZY9UF74Ro",0.0,Netral
