Hasil,Nilai,Sentimen,Compound_Score,Sentiments
kemeriahan penyelenggaraan piala indonesia tuan rumah mendorong perekonomian indonesia bayangin deh wisatawan berkunjung indonesiasiap,1,positif,0.6908,Positif
keren banget logo piala indonesia indonesiasiap tuan rumah,1,positif,0.624,Positif
salah upaya menyambut piala perbaikab segi prasarana rumput penerangan lain-lain tuan rumah indonesiasiap,1,positif,0.6705,Positif
pssi pemerintah dukung pagelaran piala tuan rumah indonesiasiap,1,positif,0.3612,Positif
semoga group ketemu tim neraka tuan rumah melaju piala indonesiasiap,-1,negatif,-0.0516,Negatif
berencana bali maret pengundian grup ajang piala taman werdhi budaya art centre bali kesempatan stay liburan pas tanggal maret kesempatan indonesia tuan rumah teman-teman indonesiasiap,1,positif,0.8834,Positif
berharap persiapan berlangsungnya pertandingan piala tampilannya bagus bikin nyaman pemain penontonnya indonesiasiap tuan rumah,1,positif,0.891,Positif
stadion piala salah kotamu gak yes surakarta indonesiasiap tuan rumah,1,positif,-0.4325,Negatif
piala menyerap relawan kesempatan stadion latihan bandara hotel pengalaman seru terlupakan tuan rumah indonesiasiap,1,positif,0.6249,Positif
penyelenggaraan piala beda ajang th turnamen dibuka acara upacara pembukaan amp upacara penutupan permintaan amp direktur presiden fifa gianni infantino tuan rumah indonesiasiap,1,positif,0,Netral
tweeps sektor kecipratan rezeki indonesia tuan rumah piala yes banget sektor pariwisata perhotelan transportasi indonesiasiap,1,positif,0.6369,Positif
semoga janji pemerintah pssi terwujud piala diselenggafakan meriah pengalaman mengesankan tuan rumah indonesiasiap,1,positif,0.9403,Positif
bertujuan menjaga kualitas stadion rumput lapangan sesuai standar internasional ajang piala indonesiasiap tuan rumah,1,positif,0.3612,Positif
menpora zainudin amali pastikan indonesia tuan rumah piala indonesiasiap,1,positif,0.6249,Positif
indonesia tuan rumah piala profil tim honduras dianggap remeh indonesiasiap,1,positif,0.1027,Positif
yukk saksikan tanggal maret pengundian grup peserta piala bali indonesiasiap tuan rumah,1,positif,0.3612,Positif
pengalaman terlupakan piala indonesia tuan rumah indonesiasiap yes sabar banget,0,netral,0.5106,Positif
ohya kota penyelenggara piala kota yok tweet indonesiasiap tuan rumah,0,netral,0.6369,Positif
maret pengundian grup ajang piala bali loh tuan rumah indonesiasiap,0,netral,0.3612,Positif
indonesiasiap tuan rumah piala logonya aja penuh makna,0,netral,0.3612,Positif
terpilihnya indonesia tuan rumah piala manfaat dapatkan segi ekonomi pariwisata tuan rumah indonesiasiap,1,positif,0.6249,Positif
terkait pasokan listrik air kualitas jaringan internet dibenahi penyelenggaraan piala berjalan lancar kendala berupaya tuan rumah terbaik indonesiasiap,1,positif,0.6369,Positif
fifa pengecekan persiapan stadion gelora tomo gbt surabaya menjelang perhelatan piala tuan rumah indonesiasiap,1,positif,0,Netral
saking hati hatinya keenam venue dijaga ketat penggunaannya kegiatan perhelatan piala fifa indonesiasiap tuan rumah,1,positif,0.7717,Positif
relawan terlibat suksesnya piala tuan rumah all out indonesiasiap,1,positif,0.7351,Positif
stadion indonesia direnovasi nyambut piala indonesiasiap tuan rumah,1,positif,0.6705,Positif
ajang piala mengalami penundaan tahun situasi pandemi tengah mengalami lonjakan tuan rumah indonesiasiap,-1,negatif,0.1779,Positif
kunjungan perwakilan fifa stadion gelora tomo surabaya penyelenggaraan piala berjalan sukses tuan rumah indonesiasiap,1,positif,0.7351,Positif
ngomongin piala paham bilang mengerti yok tuan rumah indonesiasiap,1,positif,0.3612,Positif
mari pemerintah pemain muda rakyat indonesia bahu membahu kenangan meriah terlupakan tuan rumah piala indonesiasiap,1,positif,0.875,Positif
menyongsong indonesia tuan rumah piala fifa menyoroti profil tim prancis indonesiasiap,1,positif,0.4404,Positif
penyelenggaraan piala renovasi penataan rumput penerangan tampilannya bagus indonesiasiap tuan rumah terbaik,1,positif,0.8625,Positif
lupa piala mei juni indonesiasiap tuan rumah,1,positif,0.1531,Positif
neh renovasi menjadikan stadion layak penyelenggaraan piala rumput penerangan lain-lain pokoknya instagramable bangettt tuan rumah indonesiasiap,1,positif,0.5574,Positif
pokonya pemerintah mastiin progress perbaikan stadion penyelenggaraan piala tuan rumah maret indonesiasiap,1,positif,0.8625,Positif
kuuuy tuan rumah piala kesan terlupakan nama indonesia harum indonesiasiap,1,positif,0.3612,Positif
fifa mengecek persiapan stadion gelora tomo gbt surabaya menjelang perhelatan piala indonesiasiap tuan rumah,1,positif,0.3612,Positif
penyelenggaraan piala dibenahi keamanan kenyamanan pertandingan tuan rumah berusaha terbaik indonesiasiap,1,positif,0.891,Positif
tuan rumah piala mendorong perekonomian indonesia indonesiasiap,0,netral,0.5859,Positif
relawan bertugas warga negara menyukseskan piala indonesiasiap tuan rumah,0,netral,0.6908,Positif
pemerintah kota surabaya pembenahan rangka menyambut piala loh tuan rumah indonesiasiap,0,netral,0.6705,Positif
fyi stadion tuan rumah pertandingan piala indonesiasiap,0,netral,0.5106,Positif
indonesiasiap tuan rumah semoga sukses aman buktikan kepercayaan indonesia terbaik penyelenggara piala,1,positif,0.9571,Positif
menyambut pergelaran piala indonesia tuan rumah tahap merenovasi venue tweeps rumput penerangan lain-lain pokoke joss estetik deh indonesiasiap,1,positif,0.6597,Positif
fifa hak istimewa indonesia tuan rumah piala izin indonesia menggelar upacara pembukaan penutupan indonesiasiap,1,positif,0.3612,Positif
stadion penyelenggaraan piala indonesia disiapin stadion stadion tuan rumah indonesiasiap,1,positif,0.5267,Positif
pssi pemerintah sdh komitmen memberiksn pengalaman terlupakan tuan rumah piala tahun indonesiasiap,1,positif,0.4019,Positif
progress perbaikan stadion diperhatikan gelar piala salut tuan rumah eventnya berjalan lancar indonesiasiap,1,positif,0.6486,Positif
detail stadion indonesia tuan rumah piala tweeps udah nonton indonesiasiap,-1,negatif,0.3612,Positif
kota kota berlaganya piala diharapkan kerjasama menjaga keamanan pesta bola tertib damai tunjukkan tuan rumah terbaik indonesiasiap,1,positif,0.9325,Positif
sejarah penyelenggaraan piala indonesia indonesiasiap tuan rumah jaga kepercayaan,1,positif,0.7003,Positif
lupa relawan membantu terselenggaranya acara piala terimakasih tuan rumah indonesiasiap,1,positif,0.7717,Positif
lokasi dipakai laga piala dimana infonya stadion dipake stadion palembang jakarta bandung solo surabaya bali indonesiasiap tuan rumah,1,positif,0.3612,Positif
bali united dipesan tim peserta piala dibeberkan sang chief executive officer ceo yabes tanuri indonesiasiap tuan rumah,1,positif,0.6486,Positif
ajang turnamen piala kota indonesia kebayang hebohnya penikmat bola pastinya berbondong bondong wisatawan berkunjung brarti membangkitkan perekonomian indonesia tuan rumah indonesiasiap,1,positif,0.7964,Positif
surabaya deket neh kota semoga rezeki kesempatan menyaksikan event internasional prestisius warga indonesia bangga dukung kesuksesan indonesia tuan rumah piala indonesiasiap,1,positif,0.9493,Positif
stadion surabaya salah stadion penyelenggara piala indonesiasiap tuan rumah,1,positif,0.3612,Positif
selamat yaa warga kota palembang jakarta bandung surakarta surabaya bali digelarnya piala tuan rumah indonesiasiap,1,positif,0.7506,Positif
stadion gelora tomo gbt surabaya salah venue piala mei juni stadion berlokasi pakal surabaya berbenah indonesiasiap tuan rumah,1,positif,0.296,Positif
tuan rumah logo piala perhatikan indonesiasiap,1,positif,0,Netral
harapannya gelaran piala berjalan sukses berdampak positif perekonomian negara indonesia tuan rumah acara indonesiasiap,0,netral,0.91,Positif
ketahuan kota indonesia penyelenggaraan piala ayo sebutin kota kota total kota kota beruntung tuan rumah indonesiasiap,0,netral,0.6486,Positif
negara berpartisipasi kejuaraan piala timnas indonesia tuan rumah indonesiasiap,0,netral,0.6597,Positif
sejuta makna tersirat logo piala indonesia indonesiasiap tuan rumah semoga sukses,0,netral,0.8126,Positif
trofi logo piala informasi trofi tuan rumah indonesiasiap,1,positif,0,Netral
potensi keuntungan dimanfaatkan indonesia tuan rumah piala masuknya investasi indonesiasiap,1,positif,0.34,Positif
tuan rumah gelar piala kalinya kasih terbaik teman-teman indonesiasiap,1,positif,0.9325,Positif
piala mei juni tuan rumah indonesiasiap,1,positif,0.3612,Positif
semoga momen piala pendongkrak ekonomi wisatawan asing mari ijamu bikin kapok tuan rumah indonesiasiap,1,positif,0.7783,Positif
tuan rumah acara bergengi bertaraf internasional piala digelar meriah acara pembukaan penutupan indonesiasiap,1,positif,0.4404,Positif
jadwal pertandingan piala penasaran indonesia digroup indonesiasiap tuan rumah,-1,negatif,0.3612,Positif
skr negara tampil piala indonesia tuan rumah republik dominika guatemala honduras amerika serikat fiji brasil uruguay selandia inggris prancis israel italia slovakia indonesiasiap,1,positif,0.3612,Positif
maret peserta piala seiring piala asia uzbekistan selengkapnya indonesiasiap tuan rumah,1,positif,0.3612,Positif
stadion laga piala stadion gbk jakarta stadion jalak harupat bandung stadion manahan solo stadion gelora tomo sby stadion wayan dipta bali stadion gelora sriwijaya palembang indonesiasiap tuan rumah,1,positif,0.3612,Positif
pemerintah ri membentuk panitia penyelenggara turnamen indonesia fifa world organizing committee tuan rumah piala indonesiasiap,1,positif,0,Netral
indonesia tuan rumah indonesiasiap ajang piala berjalan lancar salah satunya stadion bertanding stadion stadion,1,positif,0.3612,Positif
trofi tour piala kota penyelenggara kota pekanbaru balikpapan makassar jayapura tuan rumah indonesiasiap,1,positif,0.3612,Positif
emang piala catet yes indonesia tuan rumah fifa world mei palembang jakarta bandung surabaya surakarta bali indonesiasiap,1,positif,0.6597,Positif
terangkatnya pariwisata nasional indonesia diprediksi multiplier effect piala hadirnya turis mancanegara penonton kompetisi menggerakan sektor mantap tuan rumah indonesiasiap,1,positif,0.3612,Positif
tweeps relawan penyelenggaraan piala indonesiasiap tuan rumah,1,positif,0.3612,Positif
sektor tsb pariwisata perhotelan transportasi alhamdulillah tuan rumah piala tahun indonesiasiap,1,positif,0.7269,Positif
salah modal utama indonesia tuan rumah piala stadion memenuhi standart internasional salah satunya stadion gbt berlokasi surabaya indonesiasiap,1,positif,0,Netral
logo piala penuh makna tolong indra bekti indonesiasiap tuan rumah,0,netral,0.5859,Positif
indonesia tuan rumah penyelenggaraan piala berpeluang menampilkan kemegahan kesuksesan turnamen potensi pariwisata daerah indonesia indonesiasiap,0,netral,0.9186,Positif
catat tanggal piala diadakan tanggal mei kota indonesia palembang jakarta bandung surakarta surabaya bali tuan rumah indonesiasiap,0,netral,0,Netral
penasaran trofi piala nantikan kotamu yaa tunggu pengumumannya ygy tuan rumah indonesiasiap,0,netral,0.5859,Positif
indonesiasiap tuan rumah piala stadinnya keren banget loh,1,positif,0.624,Positif
tuan rumah piala tahun sektor kecipratan loh indonesiasiap,1,positif,0.3612,Positif
supporter bikin keributan berlangsungnya piala indonesiasiap tuan rumah,1,positif,0.6597,Positif
menpora negesin indonesia tuan rumah piala bangga deh dipercaya adain event berskala internasional indonesiasiap,1,positif,0.8271,Positif
rencana liburan bali tanggal maret jadwal pengundian grup piala taman werdhi budaya art centre bali keren menyaksikannya indonesiasiap tuan rumah,1,positif,0.5859,Positif
informasi menpora ri zainudin amali tur trofi piala sebatas enam kota penyelenggara kegiatan hadir kota jayapura papua indonesiasiap tuan rumah,1,positif,0.1531,Positif
piala kesempatan indonesia memamerkan kekuatan sepak bola indonesia terpilih tuan rumah persiapan ekstra menggelar kompetisi bergengsi indonesiasiap,-1,negatif,0.8176,Positif
banget fasilitas disiapkan pemerintah meminimalisir keluhan pokoknya banget tuan rumah piala indonesiasiap,1,positif,0.3086,Positif
event sekelas piala ditangani asalan kolaborasi kerjasama tim yok bantu tuan rumah ygy indonesiasiap,1,positif,0.6369,Positif
senin malam catat tanggalnya ajang piala indonesiasiap tuan rumah,1,positif,0.6908,Positif
pemerintah semangat bawa nama negara pemerintah berupaya terbaik kesuksesan piala fifa indonesiasiap tuan rumah,1,positif,0.9201,Positif
kota tuan rumah pertandingan piala tahun palembang jakarta bandung surakarta surabaya bali indonesiasiap,1,positif,0.3612,Positif
bestie logo piala maknanya dalem pokoknya melambangkan indonesia bangetz bangga pokoknya tuan rumah world indonesiasiap,1,positif,0.7089,Positif
logo piala sdh diluncurkan bertepatan hut ri tuan rumah indonesiasiap,1,positif,0.4588,Positif
keberhasilan event penyelenggaraan fifa piala bantuan membantu kesuksesan acaranya tuan rumah indonesiasiap,1,positif,0.91,Positif
kota indonesia stadionnya dipakai amp tuan rumah mewakili negeri ajang piala indonesiasiap,1,positif,0.3612,Positif
fifa pssi resmi meluncurkan maskot piala bundaran hotel indonesia jakarta tanggal maskot dinamai bacuya akronim badak cula cahaya tuan rumah indonesiasiap,1,positif,0,Netral
positif tuan rumah piala indonesia beruntung menghelat event indonesiasiap,1,positif,0.836,Positif
indonesia tuan rumah piala mei sd juni nonton dunk indonesiasiap,0,netral,0.3612,Positif
tuan rumah pengalaman terlupakan tim berlaga piala indonesiasiap,0,netral,0.3612,Positif
penyelenggaraan turnamen piala berbeda ajang tuan rumah indonesiasiap permintaan upacara pembukaan upacara penutupan ajang diacc presiden fifa gianni infantino,0,netral,0.3612,Positif
tim fifa kaget semangat antusias masyarakat indonesia tim volunter piala indonesia waktu minggu loh indonesiasiap tuan rumah,0,netral,0.743,Positif
tuan rumah olahraga internasional untungnya segi pariwisata hotel akomodasi transportasi dsb ajang piala indonesiasiap,1,positif,0.3612,Positif
pemerintah indonesia tuan rumah progres perbaikan stadion stadion penyelenggaraan piala perhelatan berjalan lancar hambatan indonesiasiap,1,positif,0.4019,Positif
renovasi stadion memanjakan supporter sepak bola piala keren indonesiasiap tuan rumah,1,positif,0.5859,Positif
merdeka detik indonesia tuan rumah piala indonesiasiap,1,positif,0.3612,Positif
terpilihnya indonesia tuan rumah pemerintah upaya persiapan indonesia diumumkan tuan rumah ajang piala fifa indonesiasiap,1,positif,0.3612,Positif
agenda bali maret nonton acara pengundian grup ajang piala taman werdhi budaya art centre bali tinggal bali nonton cuzz tuan rumah indonesiasiap,1,positif,0.3612,Positif
fyi teman teman tuan rumah piala tahun indonesia mengikuti turnamen jepang indonesiasiap,-1,negatif,0.7506,Positif
piala diselenggarakan neh persiapan indonesia tuan rumah benefit dapatkan event internasional indonesiasiap,1,positif,0.6249,Positif
tahun indonesia meriah piala indonesiasiap tuan rumah,1,positif,0.7351,Positif
piala diadakan tahun sempaf terkendala tahun beruntung banget indonesia tuan rumah tahun indonesiasiap,1,positif,0.5994,Positif
piala mei juni laga laga turnamen dilaksanakan stadion stadion utama gelora karno jakarta stadion jalak harupat bandung tuan rumah indonesiasiap,1,positif,0.3612,Positif
